puzzleId	word	row	column	direction	clueContent
000076	COLA	5	6	down	NA
000076	LANE	1	7	down	NA
000076	LAMB	6	7	down	NA
000076	ETHER	1	8	down	NA
000076	SOY	7	8	down	NA
000077	ACTRESS	2	1	across	NA
000077	NOVA	3	1	across	NA
000077	TH	3	6	across	NA
000077	AN	4	1	across	NA
000077	MAYA	4	4	across	NA
000077	LES	5	1	across	NA
000077	ULM	5	5	across	NA
000077	O	6	1	across	NA
000077	WANE	6	3	across	NA
000077	GUILT	7	1	across	NA
000077	O	7	7	across	NA
000077	ONGOING	8	1	across	NA
000077	UT	9	1	across	NA
000077	NEAR	9	4	across	NA
000077	SONG	10	1	across	NA
000077	AE	10	6	across	NA
000077	ANALOGOUS	1	2	down	NA
000077	CONE	1	3	down	NA
000077	UNTO	6	3	down	NA
000077	TV	1	4	down	NA
000077	SWIG	4	4	down	NA
000077	N	9	4	down	NA
000077	RAM	1	5	down	NA
000077	ALONG	5	5	down	NA
000077	E	1	6	down	NA
000077	AUNTIE	3	6	down	NA
000077	STYLE	1	7	down	NA
000077	NAA	7	7	down	NA
000077	SHAM	1	8	down	NA
000077	OGRE	6	8	down	NA
000078	EARNEST	2	1	across	NA
000078	XZ	3	1	across	NA
000078	HYPE	3	4	across	NA
000078	EAR	4	1	across	NA
000078	ERR	4	5	across	NA
000078	M	5	1	across	NA
000078	ELDER	5	3	across	NA
000078	PLEA	6	1	across	NA
000078	EI	6	6	across	NA
000078	LEFTY	7	1	across	NA
000078	F	7	7	across	NA
000078	AV	8	1	across	NA
000078	TAXI	8	4	across	NA
000078	RESERVE	9	1	across	NA
000078	YEAR	10	1	across	NA
000078	ID	10	6	across	NA
000078	EXEMPLARY	1	2	down	NA
000078	AZA	1	3	down	NA
000078	LEVEE	5	3	down	NA
000078	R	1	4	down	NA
000078	REEF	3	4	down	NA
000078	SA	8	4	down	NA
000078	NH	1	5	down	NA
000078	LATTER	4	5	down	NA
000078	EYED	1	6	down	NA
000078	YAR	6	6	down	NA
000078	SPREE	1	7	down	NA
000078	XVI	7	7	down	NA
000078	TERRIFIED	1	8	down	NA
000079	BESIDES	2	1	across	NA
000079	ANON	3	1	across	NA
000079	GU	3	6	across	NA
000079	CAPTURE	4	1	across	NA
000079	KB	5	1	across	NA
000079	OSE	5	4	across	NA
000079	SLA	6	1	across	NA
000079	UGA	6	5	across	NA
000079	TERRAIN	7	1	across	NA
000079	A	8	1	across	NA
000079	SALON	8	3	across	NA
000079	GOER	9	1	across	NA
000079	UO	9	6	across	NA
000079	EZ	10	1	across	NA
000079	EASY	10	4	across	NA
000079	BACKSTAGE	1	2	down	NA
000079	ENABLE	1	3	down	NA
000079	OZ	8	3	down	NA
000079	SOP	1	4	down	NA
000079	ARSE	5	4	down	NA
000079	INTO	1	5	down	NA
000079	RARE	6	5	down	NA
000079	D	1	6	down	NA
000079	USUAL	3	6	down	NA
000079	A	9	6	down	NA
000079	EGREGIOUS	1	7	down	NA
000079	SUE	1	8	down	NA
000079	ANNOY	5	8	down	NA
000080	DIPLOMA	2	1	across	NA
000080	ROLE	3	1	across	NA
000080	OY	3	6	across	NA
000080	UNE	4	1	across	NA
000080	CRA	4	5	across	NA
000080	G	5	1	across	NA
000080	DARE	5	3	across	NA
000080	SOGGY	6	1	across	NA
000080	F	6	7	across	NA
000080	TREE	7	1	across	NA
000080	WI	7	6	across	NA
000080	OD	8	1	across	NA
000080	NOON	8	4	across	NA
000080	RESTORE	9	1	across	NA
000080	ERE	10	1	across	NA
000080	PDS	10	5	across	NA
000080	DRUGSTORE	1	2	down	NA
000080	ION	1	3	down	NA
000080	ORDER	5	3	down	NA
000080	PLEDGE	1	4	down	NA
000080	SE	8	4	down	NA
000080	LE	1	5	down	NA
000080	AGENT	4	5	down	NA
000080	O	1	6	down	NA
000080	CRY	3	6	down	NA
000080	OOP	7	6	down	NA
000080	MORE	1	7	down	NA
000080	WORD	6	7	down	NA
000080	AYA	1	8	down	NA
000080	FINES	5	8	down	NA
000081	TEQUILA	2	1	across	NA
000081	RAPT	3	1	across	NA
000081	IW	3	6	across	NA
000081	AV	4	1	across	NA
000081	ACNE	4	4	across	NA
000081	NEH	5	1	across	NA
000081	OUD	5	5	across	NA
000081	S	6	1	across	NA
000081	IMAX	6	3	across	NA
000081	POKER	7	1	across	NA
000081	M	7	7	across	NA
000081	OVERSEE	8	1	across	NA
000081	RE	9	1	across	NA
000081	RENT	9	4	across	NA
000081	TRAY	10	1	across	NA
000081	AE	10	6	across	NA
000081	TRANSPORT	1	2	down	NA
000081	EAVE	1	3	down	NA
000081	OVER	6	3	down	NA
000081	QP	1	4	down	NA
000081	HIKE	4	4	down	NA
000081	A	9	4	down	NA
000081	UTA	1	5	down	NA
000081	MERRY	5	5	down	NA
000081	I	1	6	down	NA
000081	COARSE	3	6	down	NA
000081	LINUX	1	7	down	NA
000081	ENA	7	7	down	NA
000081	AWED	1	8	down	NA
000081	METE	6	8	down	NA
000082	NITRATE	2	1	across	NA
000082	ODD	3	1	across	NA
000082	VIM	3	5	across	NA
000082	SE	4	1	across	NA
000082	LIMB	4	4	across	NA
000082	TAME	5	1	across	NA
000082	BE	5	6	across	NA
000082	A	6	1	across	NA
000082	ADDED	6	3	across	NA
000082	LINGER	7	1	across	NA
000082	GREET	8	1	across	NA
000082	U	8	7	across	NA
000082	II	9	1	across	NA
000082	REAR	9	4	across	NA
000082	CSX	10	1	across	NA
000082	RAN	10	5	across	NA
000082	NOSTALGIC	1	2	down	NA
000082	IDEA	1	3	down	NA
000082	IRIS	6	3	down	NA
000082	TD	1	4	down	NA
000082	MANE	4	4	down	NA
000082	X	9	4	down	NA
000082	R	1	5	down	NA
000082	LEDGER	3	5	down	NA
000082	AVI	1	6	down	NA
000082	DETER	5	6	down	NA
000082	TIMBER	1	7	down	NA
000082	AA	8	7	down	NA
000082	EMBED	1	8	down	NA
000082	URN	7	8	down	NA
000083	GENESIS	2	1	across	NA
000083	ROAR	3	1	across	NA
000083	GO	3	6	across	NA
000083	A	4	1	across	NA
000083	POUND	4	3	across	NA
000083	SLED	5	1	across	NA
000083	IA	5	6	across	NA
000083	SE	6	1	across	NA
000083	EAT	6	4	across	NA
000083	LAZ	7	1	across	NA
000083	NEC	7	5	across	NA
000083	AGING	8	1	across	NA
000083	O	8	7	across	NA
000083	NU	9	1	across	NA
000083	ORAL	9	4	across	NA
000083	DELAYED	10	1	across	NA
000083	GRASSLAND	1	2	down	NA
000083	EO	1	3	down	NA
000083	LEAGUE	4	3	down	NA
000083	NAPE	1	4	down	NA
000083	ZI	6	4	down	NA
000083	L	9	4	down	NA
000083	ERODE	1	5	down	NA
000083	NOA	7	5	down	NA
000083	S	1	6	down	NA
000083	U	3	6	down	NA
000083	ANGRY	5	6	down	NA
000083	IGNITE	1	7	down	NA
000083	AE	8	7	down	NA
000083	SODA	1	8	down	NA
000083	COLD	6	8	down	NA
000084	CONVICT	2	1	across	NA
000084	EA	3	1	across	NA
000084	ICON	3	4	across	NA
000084	SURGE	4	1	across	NA
000084	T	4	7	across	NA
000084	S	5	1	across	NA
000084	INDY	5	3	across	NA
000084	ALOE	6	1	across	NA
000084	OB	6	6	across	NA
000084	TA	7	1	across	NA
000084	TRUE	7	4	across	NA
000084	IRATE	8	1	across	NA
000084	S	8	7	across	NA
000084	O	9	1	across	NA
000084	LEAVE	9	3	across	NA
000084	NWA	10	1	across	NA
000084	MST	10	5	across	NA
000084	CESSATION	1	2	down	NA
000084	OAU	1	3	down	NA
000084	LAR	5	3	down	NA
000084	W	9	3	down	NA
000084	N	1	4	down	NA
000084	RIO	3	4	down	NA
000084	ALA	7	4	down	NA
000084	VIGNETTE	1	5	down	NA
000084	ICED	1	6	down	NA
000084	REAM	6	6	down	NA
000084	CO	1	7	down	NA
000084	YOU	4	7	down	NA
000084	VS	8	7	down	NA
000084	TNT	1	8	down	NA
000084	BESET	5	8	down	NA
000085	FRAUGHT	2	1	across	NA
000085	RINK	3	1	across	NA
000085	AY	3	6	across	NA
000085	ENO	4	1	across	NA
000085	STE	4	5	across	NA
000085	ES	5	1	across	NA
000085	BEE	5	4	across	NA
000085	SERUM	6	1	across	NA
000085	B	6	7	across	NA
000085	T	7	1	across	NA
000085	ANIME	7	3	across	NA
000085	YANK	8	1	across	NA
000085	OL	8	6	across	NA
000085	LATERAL	9	1	across	NA
000085	EA	10	1	across	NA
000085	RATE	10	4	across	NA
000085	FREESTYLE	1	2	down	NA
000085	RINSE	1	3	down	NA
000085	AAA	7	3	down	NA
000085	ANO	1	4	down	NA
000085	RANT	5	4	down	NA
000085	UK	1	5	down	NA
000085	BUNKER	4	5	down	NA
000085	G	1	6	down	NA
000085	SEMI	3	6	down	NA
000085	RA	8	6	down	NA
000085	HATE	1	7	down	NA
000085	MOAT	6	7	down	NA
000085	TYE	1	8	down	NA
000085	BELLE	5	8	down	NA
000086	SHARING	2	1	across	NA
000086	CORN	3	1	across	NA
000086	UA	3	6	across	NA
000086	RPM	4	1	across	NA
000086	CDL	4	5	across	NA
000086	IE	5	1	across	NA
000086	SAGE	5	4	across	NA
000086	P	6	1	across	NA
000086	SIRE	6	3	across	NA
000086	TRAMP	7	1	across	NA
000086	W	7	7	across	NA
000086	UE	8	1	across	NA
000086	PESO	8	4	across	NA
000086	REALTOR	9	1	across	NA
000086	EDGE	10	1	across	NA
000086	WN	10	6	across	NA
000086	SCRIPTURE	1	2	down	NA
000086	HOPE	1	3	down	NA
000086	REED	6	3	down	NA
000086	ARM	1	4	down	NA
000086	SA	5	4	down	NA
000086	AG	8	4	down	NA
000086	RN	1	5	down	NA
000086	SIMPLE	4	5	down	NA
000086	I	1	6	down	NA
000086	CARPET	3	6	down	NA
000086	NUDGE	1	7	down	NA
000086	SOW	7	7	down	NA
000086	GALE	1	8	down	NA
000086	WORN	6	8	down	NA
000087	SPUTTER	2	1	across	NA
000087	UO	3	1	across	NA
000087	CHAI	3	4	across	NA
000087	COB	4	1	across	NA
000087	ASP	4	5	across	NA
000087	CLAP	5	1	across	NA
000087	EE	5	6	across	NA
000087	E	6	1	across	NA
000087	SAW	6	3	across	NA
000087	N	6	7	across	NA
000087	SCENIC	7	1	across	NA
000087	SO	8	1	across	NA
000087	TSAR	8	4	across	NA
000087	OMG	9	1	across	NA
000087	PRO	9	5	across	NA
000087	RAZE	10	1	across	NA
000087	TZ	10	6	across	NA
000087	SUCCESSOR	1	2	down	NA
000087	POOL	1	3	down	NA
000087	COMA	6	3	down	NA
000087	U	1	4	down	NA
000087	BASE	3	4	down	NA
000087	GZ	8	4	down	NA
000087	TC	1	5	down	NA
000087	PANT	4	5	down	NA
000087	E	9	5	down	NA
000087	THA	1	6	down	NA
000087	WISP	5	6	down	NA
000087	EASE	1	7	down	NA
000087	CART	6	7	down	NA
000087	RIPEN	1	8	down	NA
000087	ROZ	7	8	down	NA
000088	STELLAR	2	1	across	NA
000088	THEE	3	1	across	NA
000088	PO	3	6	across	NA
000088	RA	4	1	across	NA
000088	ECHO	4	4	across	NA
000088	EWW	5	1	across	NA
000088	HIT	5	5	across	NA
000088	S	6	1	across	NA
000088	HEED	6	3	across	NA
000088	SPINE	7	1	across	NA
000088	C	7	7	across	NA
000088	FORESEE	8	1	across	NA
000088	US	9	1	across	NA
000088	MELD	9	4	across	NA
000088	LEVY	10	1	across	NA
000088	AE	10	6	across	NA
000088	STRESSFUL	1	2	down	NA
000088	THAW	1	3	down	NA
000088	POSE	6	3	down	NA
000088	EE	1	4	down	NA
000088	WHIR	4	4	down	NA
000088	V	9	4	down	NA
000088	LEE	1	5	down	NA
000088	ENEMY	5	5	down	NA
000088	L	1	6	down	NA
000088	CHEESE	3	6	down	NA
000088	APHID	1	7	down	NA
000088	ELA	7	7	down	NA
000088	ROOT	1	8	down	NA
000088	CEDE	6	8	down	NA
000089	CREATOR	2	1	across	NA
000089	HZ	3	1	across	NA
000089	TAPE	3	4	across	NA
000089	AAC	4	1	across	NA
000089	KIM	4	5	across	NA
000089	R	5	1	across	NA
000089	ARENA	5	3	across	NA
000089	ACRE	6	1	across	NA
000089	EI	6	6	across	NA
000089	CLEAN	7	1	across	NA
000089	N	7	7	across	NA
000089	TO	8	1	across	NA
000089	SAID	8	4	across	NA
000089	ENFORCE	9	1	across	NA
000089	REIN	10	1	across	NA
000089	AR	10	6	across	NA
000089	CHARACTER	1	2	down	NA
000089	RZA	1	3	down	NA
000089	CLONE	5	3	down	NA
000089	E	1	4	down	NA
000089	CARE	3	4	down	NA
000089	FI	8	4	down	NA
000089	AT	1	5	down	NA
000089	REASON	4	5	down	NA
000089	TAKE	1	6	down	NA
000089	NAR	6	6	down	NA
000089	OPINE	1	7	down	NA
000089	ICA	7	7	down	NA
000089	REMAINDER	1	8	down	NA
000090	APPLAUD	2	1	across	NA
000090	SOLO	3	1	across	NA
000090	NV	3	6	across	NA
000090	STARTER	4	1	across	NA
000090	OI	5	1	across	NA
000090	DAT	5	4	across	NA
000090	COW	6	1	across	NA
000090	SHY	6	5	across	NA
000090	INERTIA	7	1	across	NA
000090	A	8	1	across	NA
000090	LEECH	8	3	across	NA
000090	TOTE	9	1	across	NA
000090	AO	9	6	across	NA
000090	EZ	10	1	across	NA
000090	KILO	10	4	across	NA
000090	ASSOCIATE	1	2	down	NA
000090	POTION	1	3	down	NA
000090	OZ	8	3	down	NA
000090	PLA	1	4	down	NA
000090	WELT	5	4	down	NA
000090	LORD	1	5	down	NA
000090	REEK	6	5	down	NA
000090	A	1	6	down	NA
000090	TASTE	3	6	down	NA
000090	I	9	6	down	NA
000090	UNETHICAL	1	7	down	NA
000090	DVR	1	8	down	NA
000090	YAHOO	5	8	down	NA
000091	PASTIME	2	1	across	NA
000091	OGLE	3	1	across	NA
000091	AV	3	6	across	NA
000091	TAO	4	1	across	NA
000091	ARA	4	5	across	NA
000091	A	5	1	across	NA
000091	GENE	5	3	across	NA
000091	STAND	6	1	across	NA
000091	S	6	7	across	NA
000091	SAND	7	1	across	NA
000091	YA	7	6	across	NA
000091	II	8	1	across	NA
000091	OPAL	8	4	across	NA
000091	UNAWARE	9	1	across	NA
000091	MTP	10	1	across	NA
000091	MDS	10	5	across	NA
000091	POTASSIUM	1	2	down	NA
000091	AGA	1	3	down	NA
000091	TAINT	5	3	down	NA
000091	SLOGAN	1	4	down	NA
000091	AP	8	4	down	NA
000091	TE	1	5	down	NA
000091	ENDOW	4	5	down	NA
000091	I	1	6	down	NA
000091	AND	3	6	down	NA
000091	PAM	7	6	down	NA
000091	MARE	1	7	down	NA
000091	YARD	6	7	down	NA
000091	EVA	1	8	down	NA
000091	SALES	5	8	down	NA
000092	ARSENAL	2	1	across	NA
000092	BIRD	3	1	across	NA
000092	MA	3	6	across	NA
000092	US	4	1	across	NA
000092	USER	4	4	across	NA
000092	NEW	5	1	across	NA
000092	END	5	5	across	NA
000092	D	6	1	across	NA
000092	HERD	6	3	across	NA
000092	AGILE	7	1	across	NA
000092	M	7	7	across	NA
000092	NOMINEE	8	1	across	NA
000092	CA	9	1	across	NA
000092	TERM	9	4	across	NA
000092	ELSE	10	1	across	NA
000092	AE	10	6	across	NA
000092	ABUNDANCE	1	2	down	NA
000092	RISE	1	3	down	NA
000092	GOAL	6	3	down	NA
000092	SR	1	4	down	NA
000092	WHIM	4	4	down	NA
000092	S	9	4	down	NA
000092	EDU	1	5	down	NA
000092	ELITE	5	5	down	NA
000092	N	1	6	down	NA
000092	SERENE	3	6	down	NA
000092	AMEND	1	7	down	NA
000092	ERA	7	7	down	NA
000092	LARD	1	8	down	NA
000092	MEME	6	8	down	NA
000093	GIMMICK	2	1	across	NA
000093	RDA	3	1	across	NA
000093	SAI	3	5	across	NA
000093	OE	4	1	across	NA
000093	LINT	4	4	across	NA
000093	TAPA	5	1	across	NA
000093	CT	5	6	across	NA
000093	E	6	1	across	NA
000093	ABBEY	6	3	across	NA
000093	SCROLL	7	1	across	NA
000093	QUEUE	8	1	across	NA
000093	U	8	7	across	NA
000093	UT	9	1	across	NA
000093	REAP	9	4	across	NA
000093	EEW	10	1	across	NA
000093	DAN	10	5	across	NA
000093	GROTESQUE	1	2	down	NA
000093	IDEA	1	3	down	NA
000093	CUTE	6	3	down	NA
000093	MA	1	4	down	NA
000093	PARE	4	4	down	NA
000093	W	9	4	down	NA
000093	M	1	5	down	NA
000093	LABOUR	3	5	down	NA
000093	ISI	1	6	down	NA
000093	BLEED	5	6	down	NA
000093	CANCEL	1	7	down	NA
000093	AA	8	7	down	NA
000093	KITTY	1	8	down	NA
000093	UPN	7	8	down	NA
000094	NEWBORN	2	1	across	NA
000094	ODOR	3	1	across	NA
000094	OO	3	6	across	NA
000094	N	4	1	across	NA
000094	NEXUS	4	3	across	NA
000094	PATE	5	1	across	NA
000094	TY	5	6	across	NA
000094	RP	6	1	across	NA
000094	DAE	6	4	across	NA
000094	OPT	7	1	across	NA
000094	SRT	7	5	across	NA
000094	FECES	8	1	across	NA
000094	I	8	7	across	NA
000094	IA	9	1	across	NA
000094	REAL	9	4	across	NA
000094	TRUSTEE	10	1	across	NA
000094	NONPROFIT	1	2	down	NA
000094	ED	1	3	down	NA
000094	APPEAR	4	3	down	NA
000094	WONT	1	4	down	NA
000094	TC	6	4	down	NA
000094	U	9	4	down	NA
000094	BREED	1	5	down	NA
000094	ERS	7	5	down	NA
000094	O	1	6	down	NA
000094	X	3	6	down	NA
000094	ASSET	5	6	down	NA
000094	ROUTER	1	7	down	NA
000094	AE	8	7	down	NA
000094	NOSY	1	8	down	NA
000094	TILE	6	8	down	NA
000095	INSTANT	2	1	across	NA
000095	NA	3	1	across	NA
000095	HUGE	3	4	across	NA
000095	SHEET	4	1	across	NA
000095	X	4	7	across	NA
000095	I	5	1	across	NA
000095	MOOD	5	3	across	NA
000095	SOAR	6	1	across	NA
000095	SS	6	6	across	NA
000095	TA	7	1	across	NA
000095	ISLE	7	4	across	NA
000095	ERASE	8	1	across	NA
000095	V	8	7	across	NA
000095	N	9	1	across	NA
000095	STAVE	9	3	across	NA
000095	TMI	10	1	across	NA
000095	MUR	10	5	across	NA
000095	INSISTENT	1	2	down	NA
000095	NAH	1	3	down	NA
000095	OAR	5	3	down	NA
000095	M	9	3	down	NA
000095	S	1	4	down	NA
000095	EMA	3	4	down	NA
000095	ASI	7	4	down	NA
000095	THEORIST	1	5	down	NA
000095	AUTO	1	6	down	NA
000095	SEAM	6	6	down	NA
000095	NG	1	7	down	NA
000095	DSL	4	7	down	NA
000095	VU	8	7	down	NA
000095	TEX	1	8	down	NA
000095	SEVER	5	8	down	NA
000096	VANILLA	2	1	across	NA
000096	IRON	3	1	across	NA
000096	UX	3	6	across	NA
000096	GIT	4	1	across	NA
000096	PRE	4	5	across	NA
000096	IS	5	1	across	NA
000096	DUE	5	4	across	NA
000096	LEVEL	6	1	across	NA
000096	N	6	7	across	NA
000096	A	7	1	across	NA
000096	APPLE	7	3	across	NA
000096	NINE	8	1	across	NA
000096	OV	8	6	across	NA
000096	TEENAGE	9	1	across	NA
000096	EA	10	1	across	NA
000096	DOOR	10	4	across	NA
000096	VIGILANTE	1	2	down	NA
000096	ARISE	1	3	down	NA
000096	IEA	7	3	down	NA
000096	NOT	1	4	down	NA
000096	VANE	5	4	down	NA
000096	IN	1	5	down	NA
000096	DEPEND	4	5	down	NA
000096	L	1	6	down	NA
000096	PULP	3	6	down	NA
000096	AO	8	6	down	NA
000096	LURE	1	7	down	NA
000096	LOGO	6	7	down	NA
000096	AXE	1	8	down	NA
000096	NEVER	5	8	down	NA
000097	ADDRESS	2	1	across	NA
000097	DIRE	3	1	across	NA
000097	TI	3	6	across	NA
000097	MSS	4	1	across	NA
000097	CON	4	5	across	NA
000097	IS	5	1	across	NA
000097	TONE	5	4	across	NA
000097	R	6	1	across	NA
000097	SAME	6	3	across	NA
000097	ALARM	7	1	across	NA
000097	S	7	7	across	NA
000097	BA	8	1	across	NA
000097	GOAT	8	4	across	NA
000097	LICENSE	9	1	across	NA
000097	EDIT	10	1	across	NA
000097	UW	10	6	across	NA
000097	ADMIRABLE	1	2	down	NA
000097	DISS	1	3	down	NA
000097	LAID	6	3	down	NA
000097	DRS	1	4	down	NA
000097	SA	5	4	down	NA
000097	CI	8	4	down	NA
000097	RE	1	5	down	NA
000097	TARGET	4	5	down	NA
000097	E	1	6	down	NA
000097	COMMON	3	6	down	NA
000097	STONE	1	7	down	NA
000097	ASU	7	7	down	NA
000097	SINE	1	8	down	NA
000097	STEW	6	8	down	NA
000098	ADAMANT	2	1	across	NA
000098	PU	3	1	across	NA
000098	CIAO	3	4	across	NA
000098	PAD	4	1	across	NA
000098	AMT	4	5	across	NA
000098	ALUM	5	1	across	NA
000098	EE	5	6	across	NA
000098	R	6	1	across	NA
000098	SAM	6	3	across	NA
000098	M	6	7	across	NA
000098	ACTUAL	7	1	across	NA
000098	TO	8	1	across	NA
000098	LION	8	4	across	NA
000098	USU	9	1	across	NA
000098	MOI	9	5	across	NA
000098	STUN	10	1	across	NA
000098	TX	10	6	across	NA
000098	APPARATUS	1	2	down	NA
000098	DUAL	1	3	down	NA
000098	COST	6	3	down	NA
000098	A	1	4	down	NA
000098	DUST	3	4	down	NA
000098	UU	8	4	down	NA
000098	MC	1	5	down	NA
000098	MAUL	4	5	down	NA
000098	N	9	5	down	NA
000098	AIA	1	6	down	NA
000098	MAIM	5	6	down	NA
000098	NAME	1	7	down	NA
000098	LOOT	6	7	down	NA
000098	TOTEM	1	8	down	NA
000098	NIX	7	8	down	NA
000099	CAPITAL	2	1	across	NA
000099	AMID	3	1	across	NA
000099	ME	3	6	across	NA
000099	SM	4	1	across	NA
000099	SCAN	4	4	across	NA
000099	SOB	5	1	across	NA
000099	OSS	5	5	across	NA
000099	E	6	1	across	NA
000099	ONUS	6	3	across	NA
000099	RADAR	7	1	across	NA
000099	B	7	7	across	NA
000099	ODYSSEY	8	1	across	NA
000099	LH	9	1	across	NA
000099	TEST	9	4	across	NA
