puzzleId	word	row	column	direction	clueContent	Edge (y/n)	Clue length	Image prompt	Image addition (if needed)	Puzzle number	Difficult word (y / n)
000003	BELT	10	4	across	<i>	Y	3	Image of a brown leather belt 		3	
000003	PROBATION	1	2	down	Trial period	Y	12			3	
000003	LATER	1	3	down	Not now	Y	7			3	
000003	CPT	7	3	down	Cost per ten	N	12			3	
000003	AG	1	4	down	<i>	Y	3	Image of a handbag	B__	3	
000003	ERECT	4	4	down	Raise	N	5			3	
000003	SECRET	1	5	down	Hush-hush	Y	9			3	
000003	IB	8	5	down	__ex 	N	5			3	
000003	T	1	6	down	_-rex	Y	5			3	
000003	H	3	6	down	Horsepower	N	10			3	
000003	SHAME	5	6	down	Feel bad	N	8			3	
000003	ELECTORAL	1	7	down	__ vote	Y	7			3	
000003	RIFT	1	8	down	Breakup	Y	7			3	
000003	SALT	6	8	down	<i>	Y	3	Image of a salt in a salt shaker		3	
000004	OFFENCE	2	1	across	Legal wrong	Y	11			4	
000004	RUB	3	1	across	<i>	Y	3	Image of a rubber band	text under the image: __ber	4	
000004	IAN	3	5	across	__ Fleming	N	10			4	
000004	CR	4	1	across	<i>	Y	3	Image of a scroll	text under the image: S__oll	4	
000004	CORD	4	4	across	Rope piece	N	10			4	
000004	HYPE	5	1	across	Media buzz	Y	10			4	
000004	RO	5	6	across	Return on	N	9			4	
000004	E	6	1	across	Error	Y	5			4	
000004	ARROW	6	3	across	Bow's mate	N	10			4	
000004	STREET	7	1	across	Avenue	Y	6			4	
000004	TOTAL	8	1	across	Whole	Y	5			4	
000004	P	8	7	across	Pediatric	N	9			4	
000004	RF	9	1	across	<i>	Y	3	Image of a woman surfing	Text under the image: Su__	4	
000004	LINE	9	4	across	Queue	N	5			4	
000004	AUX	10	1	across	Cable type	Y	10			4	
000004	CAN	10	5	across	Soup box	Y	8			4	
000004	ORCHESTRA	1	2	down	Symphony group	Y	14			4	
000004	FURY	1	3	down	<i>	Y	3	Image of a very angry emoji		4	
000004	TOFU	6	3	down	Bean curd	N	9			4	
000004	FB	1	4	down	Facebook	Y	8			4	
000004	PART	4	4	down	Piece	N	5			4	
000004	X	9	4	down	Xerography	N	10			4	
000004	E	1	5	down	Evidence	Y	8			4	
000004	CEREAL	3	5	down	Breakfast item	N	14			4	
000004	NIO	1	6	down	EV maker	Y	8			4	
000004	RELIC	5	6	down	Antique	N	7			4	
000004	CARROT	1	7	down	<i>	Y	3	Image of a carrot		4	
000004	NA	8	7	down	Reti__	N	6			4	
000004	ENDOW	1	8	down	Gift	Y	4			4	
000004	PEN	7	8	down	<i>	Y	3	Image of a pen		4	
